price,carat,cut,color,clarity,length_mm,width_mm
6683,1.02,Premium,G,VS,6.55,6.49
12554,2.11,Premium,J,SI,8.29,8.2
4305,1,Good,H,VS,6.35,6.26
2421,0.7,Good,H,VS,5.71,5.74
705,0.41,Very Good,E,SI,4.72,4.77
4642,1.01,Premium,H,SI,6.44,6.33
740,0.25,Ideal,E,VVS,4.07,4.04
2560,0.7,Ideal,E,SI,5.67,5.64
2443,0.7,Good,I,VS,5.65,5.7
673,0.29,Ideal,G,VVS,4.29,4.33
2776,0.72,Ideal,G,SI,5.79,5.82
13316,1.54,Premium,D,SI,7.35,7.31
689,0.4,Ideal,E,SI,4.73,4.76
4372,1.06,Premium,F,SI,6.5,6.54
2761,0.74,Ideal,I,VVS,5.77,5.81
17193,2.3,Ideal,I,SI,8.43,8.39
5416,1.04,Premium,H,VS,6.48,6.44
825,0.4,Ideal,G,VS,4.76,4.79
745,0.34,Ideal,E,VS,4.45,4.47
15829,1.71,Very Good,G,VS,7.56,7.66
530,0.23,Ideal,F,VVS,3.98,4.02
4081,1,Very Good,F,SI,6.3,6.39
2905,0.95,Good,I,SI,6.23,6.13
6526,1.19,Very Good,F,SI,6.85,6.89
8015,1.07,Premium,E,VS,6.69,6.64
1154,0.54,Good,H,SI,5.15,5.22
8429,1.31,Ideal,H,VS,7.02,7.05
7881,1.23,Ideal,I,VS,6.88,6.9
1359,0.51,Ideal,D,SI,5.12,5.1
878,0.3,Premium,G,VVS,4.33,4.29
1289,0.38,Ideal,D,VVS,4.66,4.68
1607,0.53,Ideal,G,VS,5.31,5.3
946,0.33,Ideal,G,IF,4.47,4.51
5783,1.09,Very Good,G,VS,6.59,6.73
3932,0.92,Premium,I,VVS,6.17,6.14
1384,0.55,Good,I,VVS,5.32,5.36
1443,0.51,Very Good,G,VS,5.06,5.05
970,0.33,Ideal,E,VVS,4.53,4.56
5339,1.01,Very Good,E,SI,6.36,6.42
1094,0.36,Premium,E,VS,4.67,4.64
829,0.33,Ideal,F,VVS,4.42,4.45
767,0.35,Very Good,E,VS,4.46,4.49
17904,1.74,Premium,G,VS,7.78,7.69
2052,0.5,Premium,F,VVS,5.07,5.1
10436,1.19,Ideal,F,VVS,6.82,6.85
758,0.32,Very Good,D,VS,4.34,4.39
828,0.28,Premium,E,VVS,4.21,4.18
574,0.34,Very Good,F,SI,4.48,4.44
2553,0.69,Very Good,G,VVS,5.6,5.72
3024,0.9,Good,H,SI,6.08,6.13
499,0.33,Very Good,J,VVS,4.44,4.45
608,0.33,Very Good,I,VVS,4.38,4.42
4766,1.13,Very Good,I,SI,6.68,6.72
949,0.36,Ideal,E,VS,4.57,4.59
758,0.32,Ideal,E,VS,4.35,4.39
666,0.33,Premium,F,VS,4.4,4.45
8359,1,Good,E,VVS,6.27,6.24
921,0.38,Very Good,D,VS,4.66,4.69
596,0.4,Very Good,J,VS,4.67,4.71
5543,1.01,Ideal,D,SI,6.47,6.44
2155,0.64,Ideal,G,VS,5.54,5.56
405,0.3,Very Good,I,SI,4.28,4.31
838,0.33,Ideal,G,VVS,4.46,4.47
12543,1.13,Premium,F,IF,6.78,6.76
6019,1.01,Ideal,G,VS,6.43,6.4
13609,1.54,Premium,G,VS,7.34,7.37
1116,0.49,Very Good,F,SI,4.99,5.02
5159,1.06,Ideal,G,SI,6.52,6.55
784,0.34,Very Good,E,VS,4.47,4.52
2415,0.7,Good,E,VS,5.64,5.58
3239,0.9,Very Good,E,SI,6.06,5.99
2496,0.78,Ideal,G,SI,5.94,5.99
9856,1.6,Ideal,G,VS,7.47,7.43
15097,2.12,Premium,I,SI,8.27,8.3
1633,0.54,Ideal,H,VS,5.23,5.27
506,0.3,Premium,G,SI,4.29,4.25
1657,0.5,Very Good,F,VS,5.18,5.2
5051,0.72,Ideal,F,VVS,5.83,5.81
1186,0.41,Very Good,F,VVS,4.75,4.78
17455,1.56,Ideal,F,VS,7.48,7.46
744,0.41,Ideal,D,SI,4.77,4.8
1949,0.57,Ideal,E,VS,5.31,5.29
1438,0.51,Ideal,H,VS,5.08,5.13
5695,1.16,Very Good,D,SI,6.72,6.78
817,0.36,Ideal,E,VS,4.55,4.58
612,0.32,Premium,G,SI,4.46,4.43
572,0.33,Premium,I,SI,4.43,4.39
938,0.5,Fair,F,SI,4.97,4.83
745,0.34,Ideal,E,VS,4.5,4.52
921,0.43,Very Good,E,SI,4.79,4.77
6263,1.31,Very Good,H,SI,6.96,7.01
518,0.3,Ideal,I,VS,4.27,4.31
921,0.31,Ideal,F,IF,4.35,4.38
788,0.41,Very Good,H,VS,4.8,4.82
765,0.34,Ideal,G,VS,4.5,4.47
694,0.4,Ideal,E,SI,4.72,4.74
6022,1.21,Good,H,SI,6.98,7.01
3283,0.72,Ideal,E,VS,5.69,5.72
6112,1.04,Ideal,D,SI,6.51,6.54
2980,0.86,Premium,F,SI,6.12,6.15
2283,0.5,Ideal,F,VVS,5.13,5.18
8110,1.26,Ideal,H,SI,6.88,6.93
4830,1.15,Premium,I,SI,6.75,6.68
5524,1.08,Very Good,H,VS,6.72,6.74
10993,1.51,Ideal,G,SI,7.38,7.32
1024,0.35,Premium,E,VVS,4.66,4.61
8588,1.2,Ideal,F,VS,6.88,6.85
552,0.37,Ideal,H,SI,4.6,4.61
2072,0.71,Good,F,SI,5.64,5.61
758,0.32,Ideal,D,VS,4.39,4.41
766,0.38,Ideal,F,SI,4.68,4.72
2449,0.72,Ideal,G,SI,5.79,5.82
906,0.35,Ideal,F,VS,4.56,4.53
16295,2.05,Good,G,SI,8.03,7.99
3950,0.9,Very Good,F,SI,6.16,6.2
1230,0.41,Ideal,D,VS,4.82,4.78
18741,2.01,Premium,G,SI,8.23,8.15
2230,0.7,Very Good,F,SI,5.67,5.7
1140,0.32,Ideal,E,VVS,4.43,4.45
3738,1.03,Ideal,J,SI,6.48,6.43
574,0.34,Premium,F,SI,4.47,4.45
4997,1.1,Good,G,SI,6.52,6.55
17228,1.7,Premium,G,VVS,7.64,7.59
10412,1.11,Ideal,F,VVS,6.62,6.66
6694,1.02,Very Good,G,VS,6.44,6.48
1867,0.61,Ideal,I,VVS,5.51,5.47
882,0.4,Good,E,SI,4.74,4.7
1789,0.59,Ideal,E,SI,5.39,5.34
5924,1.29,Premium,H,SI,7.02,6.95
1547,0.42,Very Good,D,VVS,4.76,4.8
16316,1.74,Ideal,G,VS,7.72,7.68
802,0.31,Ideal,H,VVS,4.38,4.34
1961,0.7,Ideal,I,SI,5.7,5.73
1219,0.6,Premium,H,SI,5.43,5.39
2668,0.76,Very Good,E,SI,5.76,5.8
3368,0.9,Very Good,F,SI,6.11,6.16
4879,1.21,Premium,I,SI,6.94,6.91
1744,0.51,Ideal,F,VS,5.13,5.15
9023,1.16,Very Good,G,VVS,6.77,6.83
9273,1.29,Ideal,H,VS,6.97,7.02
680,0.31,Ideal,F,VS,4.39,4.42
6684,1.21,Very Good,H,VS,6.77,6.82
512,0.25,Good,E,IF,3.91,3.95
765,0.34,Premium,G,VS,4.47,4.41
17447,2,Good,H,SI,8.21,8.26
6887,1.22,Ideal,I,VS,6.83,6.79
378,0.23,Very Good,E,VS,3.93,3.99
1013,0.36,Ideal,E,VS,4.63,4.59
2337,0.75,Premium,D,SI,5.94,5.9
2048,0.7,Very Good,H,SI,5.85,5.9
757,0.31,Fair,F,VVS,4.45,4.48
553,0.32,Ideal,I,VVS,4.39,4.42
6002,1.07,Very Good,D,SI,6.64,6.68
2498,0.79,Premium,H,SI,6.04,5.98
805,0.34,Ideal,E,VS,4.45,4.51
2956,0.74,Very Good,H,VS,5.81,5.84
1010,0.33,Premium,H,IF,4.43,4.38
1815,0.52,Premium,E,VS,5.17,5.1
4363,1.05,Premium,F,SI,6.58,6.49
3090,0.87,Ideal,F,SI,6.03,6.13
2869,0.72,Ideal,E,SI,5.77,5.84
2050,0.67,Premium,G,VS,5.68,5.63
1930,0.56,Ideal,E,VS,5.29,5.32
1648,0.53,Very Good,G,VS,5.15,5.18
776,0.3,Ideal,G,VS,4.32,4.3
1286,0.5,Premium,F,SI,5.11,5.08
2993,0.69,Very Good,F,VVS,5.64,5.67
5028,0.97,Ideal,D,SI,6.24,6.3
3908,0.9,Ideal,I,SI,6.2,6.22
698,0.31,Very Good,G,VS,4.37,4.31
4620,1.5,Good,I,I,7.19,7.25
765,0.34,Ideal,G,VS,4.51,4.49
1053,0.4,Ideal,I,IF,4.7,4.72
1332,0.58,Premium,H,SI,5.47,5.41
4082,0.9,Premium,H,VS,6.21,6.17
9900,1.5,Premium,I,VS,7.25,7.3
758,0.36,Premium,I,IF,4.58,4.63
3297,0.8,Ideal,E,SI,5.97,5.94
872,0.31,Premium,E,VS,4.35,4.32
9408,1.32,Ideal,G,VS,7.07,7.13
2093,0.7,Fair,D,SI,5.45,5.52
16789,2.02,Good,I,VS,8.25,8.3
1908,0.53,Ideal,F,VS,5.21,5.16
7481,1.03,Ideal,G,VS,6.5,6.53
1742,0.61,Ideal,I,VVS,5.46,5.49
5814,1.02,Very Good,E,SI,6.4,6.45
576,0.32,Ideal,I,VS,4.42,4.38
10472,1.6,Ideal,F,SI,7.5,7.53
478,0.26,Ideal,H,VVS,4.08,4.1
447,0.34,Very Good,F,SI,4.44,4.48
1658,0.51,Very Good,D,VS,5.06,5.12
810,0.36,Very Good,E,SI,4.54,4.49
568,0.36,Ideal,I,VS,4.56,4.59
12210,1.28,Premium,E,VS,7.03,6.98
13531,2,Ideal,H,VS,8.11,8.08
6793,1.15,Very Good,H,VVS,6.87,6.9
422,0.3,Very Good,H,SI,4.26,4.22
5892,1.17,Ideal,I,VS,6.74,6.79
1097,0.39,Premium,H,VVS,4.65,4.63
968,0.43,Ideal,I,VVS,4.84,4.81
1156,0.53,Good,E,SI,5.19,5.1
906,0.34,Ideal,F,VVS,4.53,4.56
5935,1,Ideal,E,SI,6.33,6.38
537,0.36,Premium,D,SI,4.56,4.59
6589,1.11,Premium,F,VS,6.62,6.49
1859,0.64,Ideal,E,SI,5.54,5.47
1866,0.72,Ideal,G,SI,5.73,5.69
523,0.32,Ideal,I,VS,4.43,4.47
8938,1.52,Very Good,I,VS,7.27,7.23
5002,1.1,Ideal,H,SI,6.58,6.63
591,0.32,Premium,H,SI,4.38,4.37
1340,0.57,Very Good,G,SI,5.28,5.31
373,0.23,Very Good,E,VS,3.91,3.96
984,0.35,Ideal,E,VS,4.56,4.52
2527,0.73,Premium,F,SI,5.74,5.72
789,0.3,Ideal,E,VVS,4.28,4.31
7607,1,Very Good,E,VS,6.33,6.35
6925,1.12,Good,F,VS,6.59,6.61
1161,0.62,Ideal,I,SI,5.45,5.49
823,0.42,Ideal,G,VS,4.82,4.86
1415,0.5,Premium,E,SI,5.1,5.06
511,0.31,Ideal,I,VVS,4.34,4.39
6206,1.23,Premium,I,VS,6.95,6.89
1754,0.54,Premium,G,VS,5.22,5.26
1990,0.7,Very Good,D,SI,5.68,5.72
842,0.32,Ideal,E,VVS,4.4,4.43
2242,0.7,Good,F,SI,5.62,5.65
596,0.34,Premium,H,VS,4.5,4.53
2952,0.7,Very Good,E,VS,5.66,5.68
972,0.32,Ideal,D,VS,4.48,4.45
3436,0.79,Good,F,VS,6.06,6.14
4296,0.9,Good,G,VS,6.18,6.21
1746,0.5,Premium,E,VS,5.09,5.07
530,0.23,Very Good,E,VVS,4.02,4.04
6041,1.01,Fair,F,VS,6.06,5.99
12443,1.9,Ideal,H,VS,7.9,7.81
2030,0.57,Ideal,E,VS,5.29,5.36
3285,0.8,Premium,F,VS,5.92,5.85
923,0.41,Ideal,G,SI,4.78,4.74
2676,0.7,Ideal,F,VS,5.66,5.72
591,0.27,Very Good,E,VVS,4.18,4.22
1813,0.53,Ideal,E,VS,5.24,5.21
1250,0.43,Ideal,F,VVS,4.85,4.83
1590,0.59,Premium,D,SI,5.33,5.27
522,0.28,Very Good,H,VVS,4.16,4.19
4304,1.01,Very Good,F,SI,6.57,6.62
5461,1.01,Very Good,E,SI,6.43,6.48
8809,1.09,Ideal,E,VS,6.71,6.66
1014,0.34,Ideal,G,IF,4.48,4.51
2675,0.52,Ideal,E,VVS,5.18,5.2
878,0.3,Ideal,G,VVS,4.32,4.29
8377,1.6,Very Good,F,SI,7.52,7.55
798,0.4,Very Good,D,SI,4.67,4.65
828,0.32,Premium,G,VS,4.37,4.33
2048,0.79,Good,J,VS,6.13,6.06
516,0.31,Ideal,E,SI,4.33,4.36
5281,1.07,Ideal,H,SI,6.6,6.68
15965,2.01,Very Good,I,VS,8.02,8.1
1838,0.5,Ideal,G,VVS,5.1,5.13
2316,0.78,Very Good,H,SI,5.85,5.89
5225,0.91,Good,F,VVS,6.12,6.19
1386,0.58,Ideal,H,SI,5.44,5.49
572,0.33,Very Good,I,SI,4.38,4.36
2633,0.71,Ideal,D,SI,5.78,5.71
4749,1.06,Ideal,H,SI,6.67,6.63
1013,0.3,Premium,E,VVS,4.32,4.27
10934,1.58,Premium,D,SI,7.67,7.61
2443,0.72,Ideal,H,VS,5.8,5.74
1070,0.51,Very Good,F,SI,5.06,5.08
863,0.3,Ideal,G,IF,4.33,4.35
4312,1.12,Very Good,I,SI,6.73,6.77
3181,0.8,Ideal,I,VVS,5.98,5.92
1235,0.44,Ideal,D,VS,4.85,4.88
840,0.31,Ideal,F,VVS,4.36,4.4
719,0.41,Premium,G,SI,4.75,4.78
1715,0.8,Fair,G,I,5.86,5.83
14867,2.23,Premium,J,VS,8.39,8.36
4152,0.9,Premium,G,VS,6.22,6.25
2517,0.8,Ideal,G,SI,5.98,5.92
693,0.33,Premium,H,VS,4.52,4.49
1097,0.39,Premium,E,VS,4.75,4.72
682,0.27,Very Good,E,VVS,4.15,4.18
1163,0.4,Premium,F,VVS,4.76,4.72
2123,0.71,Very Good,E,SI,5.71,5.76
2201,0.83,Ideal,I,VS,5.98,5.94
13065,2.14,Ideal,E,SI,8.26,8.21
10197,1.58,Ideal,I,VS,7.49,7.55
12061,1.28,Ideal,F,VS,6.98,7.01
554,0.32,Premium,I,SI,4.39,4.34
936,0.32,Ideal,H,VVS,4.38,4.37
3080,0.71,Ideal,H,VS,5.75,5.78
720,0.32,Premium,G,VS,4.36,4.33
15047,2.22,Very Good,I,SI,8.2,8.24
4460,0.9,Premium,G,VS,6.08,6
2657,0.7,Premium,G,VS,5.83,5.8
2732,0.72,Very Good,G,VS,5.74,5.71
473,0.36,Premium,G,SI,4.62,4.66
1746,0.5,Premium,G,VS,5.14,5.11
15072,2,Good,I,SI,7.93,7.97
12285,1.28,Very Good,F,VVS,7.13,7.17
1213,0.5,Very Good,F,SI,5.1,5.13
17214,2.05,Ideal,J,VVS,8.18,8.11
8808,1.6,Premium,I,SI,7.56,7.61
4523,0.91,Good,E,SI,6.17,6.26
718,0.39,Good,H,VS,4.63,4.66
3210,0.7,Premium,D,VVS,5.71,5.64
5300,1.04,Premium,F,SI,6.48,6.44
2939,0.8,Ideal,E,SI,6.02,6.01
4066,1.1,Very Good,G,SI,6.56,6.54
17955,2.4,Very Good,I,SI,8.59,8.67
10012,1.51,Premium,H,SI,7.46,7.37
18578,2.03,Ideal,F,SI,8.19,8.14
541,0.31,Very Good,I,VVS,4.27,4.32
979,0.38,Ideal,E,VS,4.61,4.66
1577,0.52,Premium,G,VS,5.19,5.13
5624,1.03,Fair,E,SI,6.35,6.24
1993,0.54,Ideal,D,VS,5.26,5.22
3453,0.73,Ideal,E,SI,5.79,5.82
13995,1.58,Premium,D,SI,7.41,7.37
552,0.3,Very Good,D,SI,4.24,4.28
449,0.32,Very Good,H,SI,4.38,4.41
1608,0.41,Ideal,E,VVS,4.8,4.82
802,0.31,Premium,F,VS,4.34,4.29
2401,0.58,Ideal,F,VVS,5.34,5.29
4158,0.9,Premium,F,SI,6.13,6.09
2362,0.55,Ideal,E,VVS,5.25,5.29
11355,2,Premium,G,SI,7.95,7.9
2496,0.73,Premium,I,VVS,5.78,5.84
16715,2.48,Premium,I,SI,8.68,8.61
5269,1.23,Ideal,I,SI,6.88,6.84
773,0.42,Very Good,H,VS,4.72,4.79
422,0.3,Ideal,I,SI,4.28,4.31
2598,0.52,Ideal,F,IF,5.22,5.21
2549,0.71,Good,I,VVS,5.67,5.71
663,0.34,Ideal,G,VS,4.48,4.46
4158,1.12,Premium,G,SI,6.69,6.67
3011,1.2,Fair,J,I,6.61,6.54
3247,0.7,Ideal,G,VVS,5.65,5.7
871,0.31,Ideal,G,IF,4.37,4.39
794,0.36,Ideal,G,VVS,4.58,4.62
1157,0.46,Good,F,VS,5.11,5.05
2087,0.7,Premium,G,SI,5.7,5.62
12225,1.65,Ideal,H,VVS,7.68,7.65
613,0.41,Ideal,J,VS,4.76,4.79
4561,1.05,Ideal,G,SI,6.52,6.58
1007,0.41,Premium,G,VVS,4.75,4.8
720,0.32,Premium,G,VS,4.39,4.37
14648,2.38,Premium,G,SI,8.59,8.47
1844,0.58,Good,E,SI,5.36,5.33
1056,0.43,Very Good,F,VS,4.84,4.89
1301,0.51,Ideal,I,VS,5.1,5.13
597,0.26,Ideal,E,VVS,4.13,4.18
10738,1.58,Ideal,H,SI,7.53,7.46
2477,0.7,Good,H,VVS,5.72,5.62
679,0.31,Very Good,F,VS,4.37,4.39
1959,0.7,Very Good,J,SI,5.66,5.7
449,0.32,Very Good,I,VS,4.38,4.42
891,0.33,Ideal,E,VVS,4.44,4.46
583,0.36,Very Good,H,VS,4.62,4.66
477,0.32,Very Good,G,SI,4.35,4.38
2669,0.96,Premium,I,SI,6.45,6.25
3507,0.9,Premium,F,SI,6.08,6.04
2822,0.7,Premium,D,SI,5.82,5.75
568,0.3,Ideal,F,VS,4.27,4.3
2106,0.7,Very Good,G,SI,5.66,5.7
2719,0.75,Very Good,E,SI,5.89,5.94
2155,0.7,Good,G,SI,5.68,5.72
3677,0.9,Ideal,J,IF,6.17,6.14
18508,2.32,Very Good,H,SI,8.56,8.6
505,0.32,Premium,I,VS,4.35,4.39
650,0.39,Very Good,E,SI,4.62,4.65
6286,1.18,Very Good,G,SI,6.81,6.85
628,0.34,Very Good,H,SI,4.46,4.45
1629,0.52,Ideal,G,VS,5.15,5.18
612,0.34,Premium,E,SI,4.57,4.55
2234,0.7,Premium,F,SI,5.79,5.72
12707,1.52,Premium,D,SI,7.51,7.55
8574,1.51,Premium,I,SI,7.51,7.45
2756,0.79,Good,F,SI,6.06,6.13
11848,1.36,Ideal,G,VVS,7.14,7.2
12526,1.5,Very Good,F,VS,7.24,7.29
540,0.32,Premium,G,SI,4.4,4.35
2022,0.62,Very Good,D,VS,5.59,5.66
1807,0.5,Premium,D,VS,5.05,5.01
1879,0.55,Very Good,G,VVS,5.39,5.47
7667,1.14,Ideal,G,VS,6.74,6.77
884,0.36,Ideal,G,VVS,4.58,4.6
872,0.31,Ideal,E,VS,4.37,4.34
7211,1.03,Ideal,G,VS,6.48,6.42
3609,1.06,Ideal,F,I,6.57,6.54
530,0.23,Ideal,F,VVS,3.95,3.97
570,0.41,Good,G,SI,4.7,4.75
7130,1.06,Premium,G,VS,6.56,6.51
706,0.35,Ideal,H,VVS,4.48,4.54
1294,0.44,Ideal,D,VS,4.88,4.84
2270,0.67,Good,E,VS,5.57,5.6
8563,1.2,Good,E,VS,6.69,6.71
666,0.33,Premium,G,VS,4.43,4.49
7354,1.14,Ideal,H,VVS,6.69,6.72
2166,0.61,Ideal,G,VS,5.45,5.49
2082,0.58,Very Good,E,VS,5.31,5.34
2289,0.51,Very Good,D,VVS,5.1,5.07
1271,0.5,Fair,G,VS,4.98,4.94
2318,0.56,Ideal,G,VVS,5.3,5.28
2611,0.59,Ideal,F,VVS,5.36,5.38
2295,0.74,Ideal,F,SI,5.84,5.82
2277,0.79,Ideal,I,SI,5.92,5.97
2012,0.52,Ideal,G,VVS,5.26,5.24
3039,0.7,Fair,F,VS,5.56,5.59
1630,0.53,Ideal,F,VS,5.2,5.22
1651,0.71,Good,I,SI,5.71,5.79
8590,1.04,Ideal,G,VVS,6.53,6.47
794,0.36,Ideal,G,VVS,4.59,4.62
14482,1.52,Ideal,G,VS,7.4,7.45
18176,1.7,Very Good,E,VS,7.84,7.92
10314,1.51,Very Good,H,SI,7.29,7.32
12229,2.01,Very Good,H,SI,8.04,8
2199,0.79,Premium,J,SI,6.08,6.06
8237,1.03,Ideal,F,VS,6.48,6.39
9784,1.6,Premium,I,VS,7.63,7.56
743,0.33,Premium,H,VS,4.53,4.52
6442,1.3,Ideal,F,SI,6.96,7
863,0.3,Ideal,G,IF,4.31,4.33
756,0.32,Very Good,D,SI,4.38,4.37
384,0.23,Ideal,G,VS,3.96,3.99
1387,0.52,Premium,E,SI,5.21,5.17
18477,2.03,Premium,E,SI,8.24,8.16
3682,1.01,Very Good,G,SI,6.41,6.46
365,0.32,Premium,J,SI,4.37,4.41
3107,0.7,Good,D,VS,5.73,5.76
979,0.35,Ideal,G,IF,4.63,4.64
1013,0.3,Ideal,E,VVS,4.31,4.28
2059,0.7,Good,F,SI,5.58,5.55
13190,1.71,Ideal,H,VS,7.64,7.68
7434,1.5,Good,G,SI,7.45,7.41
4887,1.01,Fair,G,VS,6.25,6.18
554,0.24,Premium,H,VVS,4.07,4.04
13079,1.56,Premium,G,VS,7.47,7.52
743,0.33,Ideal,H,VS,4.46,4.44
720,0.32,Premium,G,VS,4.38,4.33
4390,1,Very Good,E,SI,6.29,6.25
401,0.25,Good,H,VVS,4.05,4.07
625,0.31,Very Good,F,VS,4.27,4.31
8120,1.07,Ideal,G,VVS,6.56,6.46
1438,0.53,Ideal,E,SI,5.21,5.25
3276,1,Very Good,I,SI,6.44,6.35
10115,1.17,Premium,D,VS,6.77,6.72
4094,0.72,Ideal,E,VVS,5.75,5.78
1605,0.52,Premium,D,SI,5.15,5.13
4054,1.17,Good,J,SI,6.66,6.73
2096,0.71,Good,H,SI,5.61,5.65
6628,1.03,Premium,G,VS,6.41,6.46
6061,1.07,Very Good,F,SI,6.54,6.6
729,0.31,Ideal,F,VS,4.34,4.36
5088,1,Ideal,G,SI,6.45,6.37
10053,1.51,Very Good,H,SI,7.23,7.34
7070,1.05,Ideal,G,VS,6.53,6.55
1286,0.5,Premium,F,SI,5.07,5.01
2993,0.7,Ideal,F,VS,5.65,5.7
16778,2.01,Premium,I,VS,8.17,8.14
1377,0.57,Ideal,F,SI,5.32,5.36
552,0.4,Ideal,J,SI,4.71,4.74
1068,0.5,Very Good,F,SI,5.09,5.14
1418,0.46,Ideal,F,VS,4.91,4.94
666,0.33,Ideal,G,VS,4.44,4.48
4274,1.2,Premium,F,SI,6.73,6.67
5149,1.13,Ideal,I,SI,6.68,6.66
11268,1.24,Very Good,F,VVS,6.75,6.8
15464,1.11,Ideal,E,IF,6.65,6.69
5090,1.06,Very Good,E,SI,6.53,6.62
552,0.24,Very Good,F,VVS,4.07,4.1
4980,1.04,Premium,H,SI,6.62,6.57
6559,1.21,Good,G,VVS,6.74,6.65
13102,1.73,Very Good,H,VS,7.78,7.82
532,0.3,Ideal,I,VVS,4.29,4.32
958,0.5,Good,D,SI,5.05,4.96
8096,1.02,Ideal,E,VS,6.52,6.59
2258,0.71,Ideal,E,SI,5.79,5.73
6541,1.22,Ideal,H,SI,6.84,6.89
4922,0.91,Ideal,G,SI,6.21,6.29
2271,0.54,Ideal,G,IF,5.16,5.2
2378,0.47,Ideal,D,VVS,4.98,5
5308,1.27,Ideal,F,SI,6.9,6.95
665,0.32,Ideal,G,VS,4.43,4.5
5936,1.13,Ideal,D,SI,6.74,6.68
2948,0.9,Fair,I,SI,5.92,5.86
5393,1.02,Very Good,H,VS,6.55,6.48
5035,1.09,Ideal,E,SI,6.6,6.64
1781,0.51,Ideal,G,VS,5.14,5.07
561,0.32,Premium,G,VS,4.33,4.38
2744,0.75,Ideal,F,SI,5.82,5.77
921,0.39,Very Good,F,SI,4.67,4.62
2896,0.53,Ideal,F,VVS,5.18,5.24
1081,0.55,Premium,G,SI,5.33,5.35
802,0.31,Ideal,F,VS,4.37,4.36
4013,0.74,Ideal,F,VVS,5.83,5.86
2905,0.91,Very Good,J,SI,6.17,6.12
16733,2.01,Ideal,H,SI,7.91,7.84
8927,1.36,Ideal,G,SI,7.17,7.2
603,0.3,Ideal,E,VS,4.28,4.3
854,0.33,Premium,G,VS,4.52,4.44
972,0.32,Ideal,D,VS,4.39,4.36
1041,0.37,Ideal,E,VS,4.61,4.58
2913,0.91,Premium,I,SI,6.18,6.23
5833,1.05,Ideal,H,VS,6.55,6.52
5455,1.03,Very Good,I,VS,6.45,6.5
802,0.31,Ideal,H,VVS,4.36,4.34
3690,1.1,Ideal,F,I,6.68,6.62
1389,0.52,Ideal,G,SI,5.2,5.24
5759,1.01,Premium,G,VS,6.48,6.55
984,0.5,Very Good,H,SI,5.09,5.02
776,0.3,Ideal,G,VS,4.31,4.28
3002,0.72,Good,F,VS,5.68,5.63
2124,0.59,Very Good,F,SI,5.39,5.36
722,0.42,Good,F,SI,4.75,4.79
5717,1.19,Ideal,E,SI,6.84,6.87
999,0.41,Ideal,E,VS,4.79,4.74
1908,0.53,Ideal,F,VS,5.22,5.18
3210,0.9,Good,F,SI,6.16,6.06
4951,0.7,Ideal,F,VVS,5.72,5.75
2346,0.34,Ideal,D,IF,4.52,4.46
4743,1.31,Premium,F,SI,7.03,6.86
625,0.31,Premium,H,VVS,4.31,4.36
1941,0.54,Ideal,D,VS,5.21,5.25
8176,1.54,Premium,G,SI,7.31,7.26
2235,0.71,Ideal,F,SI,5.73,5.69
2697,0.63,Ideal,E,VVS,5.52,5.49
13833,2.01,Premium,I,SI,8.1,8
18398,2.02,Very Good,H,VS,7.96,8.01
1750,0.51,Very Good,G,VVS,5.06,5.12
805,0.34,Ideal,D,VS,4.49,4.52
1268,0.51,Good,D,SI,5.1,5.04
5267,1.21,Very Good,J,VS,6.87,6.9
896,0.37,Ideal,E,VVS,4.61,4.64
5645,1,Very Good,D,SI,6.34,6.3
11795,1.5,Premium,E,SI,7.5,7.47
581,0.3,Ideal,H,VVS,4.34,4.38
1019,0.57,Ideal,G,I,5.46,5.42
2491,0.76,Premium,F,SI,5.88,5.83
4742,1.08,Good,E,SI,6.54,6.49
646,0.28,Premium,E,VVS,4.18,4.21
2553,0.52,Premium,D,VVS,5.31,5.27
11688,1.5,Very Good,E,SI,7.32,7.36
663,0.31,Premium,F,SI,4.38,4.35
911,0.3,Ideal,D,VS,4.34,4.29
438,0.3,Ideal,I,VS,4.29,4.31
2326,0.7,Ideal,H,SI,5.77,5.72
6671,1.45,Very Good,J,VS,7.14,7.17
625,0.31,Very Good,F,VS,4.32,4.34
3301,0.73,Ideal,H,IF,5.76,5.82
2768,0.71,Premium,D,SI,5.71,5.67
8888,1,Premium,E,VVS,6.32,6.34
10907,2,Very Good,J,SI,8.12,8.17
739,0.33,Ideal,D,VS,4.47,4.48
3198,0.71,Ideal,E,VS,5.71,5.75
3077,0.71,Premium,D,VS,5.76,5.69
6369,1.1,Very Good,G,VS,6.59,6.65
2437,0.71,Very Good,E,VS,5.66,5.63
650,0.34,Premium,G,SI,4.56,4.46
642,0.32,Very Good,F,VS,4.48,4.51
680,0.31,Ideal,E,VS,4.34,4.37
10255,1.7,Very Good,H,SI,7.67,7.72
7479,1.06,Premium,D,VS,6.7,6.65
7041,1.04,Premium,D,VS,6.53,6.5
2631,0.75,Premium,G,SI,5.87,5.83
1122,0.34,Premium,G,VVS,4.5,4.47
5632,1.11,Ideal,H,VS,6.52,6.46
1407,0.58,Premium,E,SI,5.52,5.39
647,0.35,Premium,H,SI,4.54,4.47
5055,1.07,Premium,H,SI,6.56,6.49
9224,1,Very Good,E,VVS,6.33,6.36
18020,2.51,Premium,J,VS,8.73,8.67
7079,1.32,Ideal,I,VS,7.02,7.07
